texto; disc. token (%); disc. split (%); disc. etiquetas (%); numero de tokens para %;numero de tokens anotador 1; numero de tokens anotador 2; numero de split para %; numero de split anotador 1; numero de split anotador 2; POS disc. anotador1; POS disc. anotador2; pares discrepantes (POS anotador1 : POS anotador2);discrepancias POS (POS1 - token1 : POS2 - token2);
['S0378-48352006000400005-1.txt_tagged'];0,000;0,000;1,089;1285;1285;1285;40;40;40;[('izquierda - AQ0FS0', 4), ('Carcinoma - NCMS000', 2), ('20x16x13 - Z', 1), ('asociada - VMP00SF', 1), ('ser - VMN0000', 1), ('x15 - Z', 1), ('constituído - VMP00SM', 1), ('ha - NC00000', 1), ('acepta - VMIP3S0', 1), ('secundario - AQ0MS0', 1)];[('izquierda - NCFS000', 4), ('Carcinoma - NP00000', 2), ('20x16x13 - NC00000', 1), ('asociada - NCFS000', 1), ('ser - NCMS000', 1), ('x15 - NC00000', 1), ('constituído - VMP00MS', 1), ('ha - VAIP3S0', 1), ('acepta - AQ0FS0', 1), ('secundario - NCMS000', 1)];[('[ AQ0FS0 : NCFS000 ]', 4), ('[ Z : NC00000 ]', 2), ('[ NCMS000 : NP00000 ]', 2), ('[ VMP00SF : NCFS000 ]', 1), ('[ VMN0000 : NCMS000 ]', 1), ('[ VMP00SM : VMP00MS ]', 1), ('[ NC00000 : VAIP3S0 ]', 1), ('[ VMIP3S0 : AQ0FS0 ]', 1), ('[ AQ0MS0 : NCMS000 ]', 1)];['[ Z - 20x16x13 : NC00000 - 20x16x13 ]', '[ VMP00SF - asociada : NCFS000 - asociada ]', '[ AQ0FS0 - izquierda : NCFS000 - izquierda ]', '[ VMN0000 - ser : NCMS000 - ser ]', '[ AQ0FS0 - izquierda : NCFS000 - izquierda ]', '[ AQ0FS0 - izquierda : NCFS000 - izquierda ]', '[ Z - x15 : NC00000 - x15 ]', '[ NCMS000 - Carcinoma : NP00000 - Carcinoma ]', '[ AQ0FS0 - izquierda : NCFS000 - izquierda ]', '[ VMP00SM - constituído : VMP00MS - constituído ]', '[ NCMS000 - Carcinoma : NP00000 - Carcinoma ]', '[ NC00000 - ha : VAIP3S0 - ha ]', '[ VMIP3S0 - acepta : AQ0FS0 - acepta ]', '[ AQ0MS0 - secundario : NCMS000 - secundario ]'];
['S0210-48062006000300016-1.txt_tagged'];0,253;0,000;2,788;789;797;789;46;46;46;[('derecha - AQ0FS0', 2), ('pig-tail - NCCS000', 2), ('Descripción - NCFS000', 2), ('3x2 - Z', 2), ('derecho - AQ0MS0', 2), ('dependiente - AQ0CS0', 1), ('Hemograma - NCMS000', 1), ('Parámetros - NCMP000', 1), ('PSAl - NC00000', 1), ('Técnicas_de_Imagen - NCFP000', 1), ('izquierda - AQ0FS0', 1), ('Tratamiento - NCMS000', 1), ('Anatomía_Patológica - NCFS000', 1), ('Diagnóstico_Final - NCMS000', 1), ('Evolución_Clínica - NCFS000', 1), ('alta - NCFS000', 1), ('basal - AQ0CP0', 1)];[('derecha - NCFS000', 2), ('pig-tail - AQ0000', 2), ('Descripción - NP00000', 2), ('3x2,5x1,2 - NC00000', 2), ('derecho - NCMS000', 2), ('dependiente - NCMS000', 1), ('Hemograma - NP00000', 1), ('Parámetros - NP00000', 1), ('PSAl - NP00000', 1), ('Técnicas_de_Imagen - NP00000', 1), ('izquierda - NCFS000', 1), ('Tratamiento - NP00000', 1), ('Anatomía_Patológica - NP00000', 1), ('Diagnóstico_Final - NP00000', 1), ('Evolución_Clínica - NP00000', 1), ('alta - AQ0FS0', 1), ('basal - AQ0CS0', 1)];[('[ NCFS000 : NP00000 ]', 4), ('[ NCMS000 : NP00000 ]', 3), ('[ AQ0FS0 : NCFS000 ]', 3), ('[ NCCS000 : AQ0000 ]', 2), ('[ Z : NC00000 ]', 2), ('[ AQ0MS0 : NCMS000 ]', 2), ('[ AQ0CS0 : NCMS000 ]', 1), ('[ NCMP000 : NP00000 ]', 1), ('[ NC00000 : NP00000 ]', 1), ('[ NCFP000 : NP00000 ]', 1), ('[ NCFS000 : AQ0FS0 ]', 1), ('[ AQ0CP0 : AQ0CS0 ]', 1)];['[ AQ0CS0 - dependiente : NCMS000 - dependiente ]', '[ NCMS000 - Hemograma : NP00000 - Hemograma ]', '[ NCMP000 - Parámetros : NP00000 - Parámetros ]', '[ NC00000 - PSAl : NP00000 - PSAl ]', '[ NCFP000 - Técnicas_de_Imagen : NP00000 - Técnicas_de_Imagen ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0FS0 - izquierda : NCFS000 - izquierda ]', '[ NCMS000 - Tratamiento : NP00000 - Tratamiento ]', '[ NCCS000 - pig-tail : AQ0000 - pig-tail ]', '[ NCFS000 - Anatomía_Patológica : NP00000 - Anatomía_Patológica ]', '[ NCFS000 - Descripción : NP00000 - Descripción ]', '[ Z - 3x2 : NC00000 - 3x2,5x1,2 ]', '[ Z - 3x2 : NC00000 - 3x2,5x1,2 ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ NCFS000 - Descripción : NP00000 - Descripción ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ NCMS000 - Diagnóstico_Final : NP00000 - Diagnóstico_Final ]', '[ NCFS000 - Evolución_Clínica : NP00000 - Evolución_Clínica ]', '[ NCFS000 - alta : AQ0FS0 - alta ]', '[ AQ0CP0 - basal : AQ0CS0 - basal ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ NCCS000 - pig-tail : AQ0000 - pig-tail ]'];
['S1139-76322011000300008-1.txt_tagged'];0,000;0,000;1,045;287;287;287;11;11;11;[('Adolescente - NCCS000', 1), ('sistemática1 - AQ0FS0', 1), ('remite - VMIP3S0', 1)];[('Adolescente - AQ0CS0', 1), ('sistemática1 - NC00000', 1), ('remite - NCMS000', 1)];[('[ NCCS000 : AQ0CS0 ]', 1), ('[ AQ0FS0 : NC00000 ]', 1), ('[ VMIP3S0 : NCMS000 ]', 1)];['[ NCCS000 - Adolescente : AQ0CS0 - Adolescente ]', '[ AQ0FS0 - sistemática1 : NC00000 - sistemática1 ]', '[ VMIP3S0 - remite : NCMS000 - remite ]'];
['es-S1130-01082007000400010-1.txt_tagged'];0,000;0,000;0,333;601;601;601;26;26;26;[('bajo - AQ0MS0', 1), ('derecho - AQ0MS0', 1)];[('bajo - SPS00', 1), ('derecho - NCMS000', 1)];[('[ AQ0MS0 : SPS00 ]', 1), ('[ AQ0MS0 : NCMS000 ]', 1)];['[ AQ0MS0 - bajo : SPS00 - bajo ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]'];
['es-S0365-66912007000900016-1.txt_tagged'];0,000;0,000;0,000;545;545;545;18;18;18;[];[];[];[];
['S0210-48062006000100016-1.txt_tagged'];0,000;0,000;0,694;144;144;144;7;7;7;[('Ureterocele - NCMS000', 1)];[('Ureterocele - NP00000', 1)];[('[ NCMS000 : NP00000 ]', 1)];['[ NCMS000 - Ureterocele : NP00000 - Ureterocele ]'];
['es-S1130-01082006001000017-1.txt_tagged'];0,000;0,000;0,000;116;116;116;8;8;8;[];[];[];[];
['es-S1137-66272011000100012-1.txt_tagged'];0,000;0,000;1,124;267;267;267;16;16;16;[('asma - NCFS000', 2), ('roncus - NCMS000', 1)];[('asma - NCMS000', 2), ('roncus - NCMP000', 1)];[('[ NCFS000 : NCMS000 ]', 2), ('[ NCMS000 : NCMP000 ]', 1)];['[ NCMS000 - roncus : NCMP000 - roncus ]', '[ NCFS000 - asma : NCMS000 - asma ]', '[ NCFS000 - asma : NCMS000 - asma ]'];
['es-S1130-01082009000500012-1.txt_tagged'];0,000;0,000;2,007;299;299;299;12;12;12;[('V - Z', 2), ('complejo - AQ0MS0', 1), ('misma - PI0FS000', 1), ('derecho - AQ0MS0', 1), ('paciente - AQ0CS0', 1)];[('V - NC00000', 2), ('complejo - NCMS000', 1), ('misma - AQ0FS0', 1), ('derecho - NCMS000', 1), ('paciente - NCCS000', 1)];[('[ AQ0MS0 : NCMS000 ]', 2), ('[ Z : NC00000 ]', 2), ('[ PI0FS000 : AQ0FS0 ]', 1), ('[ AQ0CS0 : NCCS000 ]', 1)];['[ AQ0MS0 - complejo : NCMS000 - complejo ]', '[ Z - V : NC00000 - V ]', '[ PI0FS000 - misma : AQ0FS0 - misma ]', '[ Z - V : NC00000 - V ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ AQ0CS0 - paciente : NCCS000 - paciente ]'];
['es-S1130-05582014000400008-1.txt_tagged'];0,000;0,000;1,227;326;326;326;13;13;13;[('izquierda - AQ0FS0', 1), ('junto - RG', 1), ('alta - NCFS000', 1), ('hemangioma - NCMS000', 1)];[('izquierda - NCFS000', 1), ('junto - VMIP1S0', 1), ('alta - AQ0FS0', 1), ('hemangioma - NCFS000', 1)];[('[ AQ0FS0 : NCFS000 ]', 1), ('[ RG : VMIP1S0 ]', 1), ('[ NCFS000 : AQ0FS0 ]', 1), ('[ NCMS000 : NCFS000 ]', 1)];['[ AQ0FS0 - izquierda : NCFS000 - izquierda ]', '[ RG - junto : VMIP1S0 - junto ]', '[ NCFS000 - alta : AQ0FS0 - alta ]', '[ NCMS000 - hemangioma : NCFS000 - hemangioma ]'];
['es-S1130-01082009000600013-1.txt_tagged'];0,000;0,000;0,621;161;161;161;7;7;7;[('paraqueratosis - NCFN000', 1)];[('paraqueratosis - NCFS000', 1)];[('[ NCFN000 : NCFS000 ]', 1)];['[ NCFN000 - paraqueratosis : NCFS000 - paraqueratosis ]'];
['es-S0212-71992008000700009-1.txt_tagged'];0,000;0,000;1,432;419;419;419;15;15;15;[('derecha - AQ0FS0', 5), ('derecho - AQ0MS0', 1)];[('derecha - NCFS000', 5), ('derecho - NCMS000', 1)];[('[ AQ0FS0 : NCFS000 ]', 5), ('[ AQ0MS0 : NCMS000 ]', 1)];['[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]'];
['es-S0210-48062006000900012-1.txt_tagged'];0,000;0,000;2,679;224;224;224;12;12;12;[('basal - AQ0CP0', 2), ('in - SPS00', 1), ('refractario - AQMS00', 1), ('Mayo - NCMS000', 1), ('ha - NC00000', 1)];[('basal - AQ0CS0', 2), ('in - RG', 1), ('refractario - NCMS000', 1), ('Mayo - NP00000', 1), ('ha - VAIP3S0', 1)];[('[ AQ0CP0 : AQ0CS0 ]', 2), ('[ SPS00 : RG ]', 1), ('[ AQMS00 : NCMS000 ]', 1), ('[ NCMS000 : NP00000 ]', 1), ('[ NC00000 : VAIP3S0 ]', 1)];['[ SPS00 - in : RG - in ]', '[ AQMS00 - refractario : NCMS000 - refractario ]', '[ AQ0CP0 - basal : AQ0CS0 - basal ]', '[ NCMS000 - Mayo : NP00000 - Mayo ]', '[ NC00000 - ha : VAIP3S0 - ha ]', '[ AQ0CP0 - basal : AQ0CS0 - basal ]'];
['es-S1130-63432015000200008-1.txt_tagged'];0,000;0,000;0,948;422;422;422;21;21;21;[('adyuvante - AQ0MS0', 1), ('evidencia - VMIP3S0', 1), ('derecho - AQ0MS0', 1), ('negativos - AQ0MP0', 1)];[('adyuvante - NCMS000', 1), ('evidencia - NCFS000', 1), ('derecho - NCMS000', 1), ('negativos - NCMP000', 1)];[('[ AQ0MS0 : NCMS000 ]', 2), ('[ VMIP3S0 : NCFS000 ]', 1), ('[ AQ0MP0 : NCMP000 ]', 1)];['[ AQ0MS0 - adyuvante : NCMS000 - adyuvante ]', '[ VMIP3S0 - evidencia : NCFS000 - evidencia ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ AQ0MP0 - negativos : NCMP000 - negativos ]'];
['es-S0004-06142005000900016-1.txt_tagged'];0,000;0,000;1,717;233;233;233;11;11;11;[('ulcus - NCMS000', 1), ('derecho - AQ0MS0', 1), ('derecha - AQ0FS0', 1), ('ha - NC00000', 1)];[('ulcus - NC00000', 1), ('derecho - NCMS000', 1), ('derecha - NCFS000', 1), ('ha - VAIP3S0', 1)];[('[ NCMS000 : NC00000 ]', 1), ('[ AQ0MS0 : NCMS000 ]', 1), ('[ AQ0FS0 : NCFS000 ]', 1), ('[ NC00000 : VAIP3S0 ]', 1)];['[ NCMS000 - ulcus : NC00000 - ulcus ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ AQ0FS0 - derecha : NCFS000 - derecha ]', '[ NC00000 - ha : VAIP3S0 - ha ]'];
['S1134-80462009000800004-1.txt_tagged'];0,000;0,000;0,808;619;619;619;22;22;22;[('derecho - AQ0MS0', 1), ('fantasma - AQ0MS0', 1), ('basal - AQ0CP0', 1), ('Respecto - NCMS000', 1), ('alta - NCFS000', 1)];[('derecho - NCMS000', 1), ('fantasma - NCMS000', 1), ('basal - AQ0CS0', 1), ('Respecto - NP00000', 1), ('alta - AQ0FS0', 1)];[('[ AQ0MS0 : NCMS000 ]', 2), ('[ AQ0CP0 : AQ0CS0 ]', 1), ('[ NCMS000 : NP00000 ]', 1), ('[ NCFS000 : AQ0FS0 ]', 1)];['[ AQ0MS0 - derecho : NCMS000 - derecho ]', '[ AQ0MS0 - fantasma : NCMS000 - fantasma ]', '[ AQ0CP0 - basal : AQ0CS0 - basal ]', '[ NCMS000 - Respecto : NP00000 - Respecto ]', '[ NCFS000 - alta : AQ0FS0 - alta ]'];
['S0365-66912004001100012-1.txt_tagged'];0,000;0,000;0,787;381;381;381;14;14;14;[('mismo - PI0MS000', 1), ('alta - NCFS000', 1), ('hiposfagma - NCMS000', 1)];[('mismo - AQ0MS0', 1), ('alta - AQ0FS0', 1), ('hiposfagma - NCFS000', 1)];[('[ PI0MS000 : AQ0MS0 ]', 1), ('[ NCFS000 : AQ0FS0 ]', 1), ('[ NCMS000 : NCFS000 ]', 1)];['[ PI0MS000 - mismo : AQ0MS0 - mismo ]', '[ NCFS000 - alta : AQ0FS0 - alta ]', '[ NCMS000 - hiposfagma : NCFS000 - hiposfagma ]'];
['S1139-76322013000100010-1.txt_tagged'];0,000;0,000;0,000;261;261;261;7;7;7;[];[];[];[];
['es-S0212-71992007001000007-1.txt_tagged'];0,000;0,000;0,571;525;525;525;27;27;27;[('proteinograma - NCMS000', 1), ('neutrófilo - AQ0MS0', 1), ('derecho - AQ0MS0', 1)];[('proteinograma - NCFS000', 1), ('neutrófilo - NCMS000', 1), ('derecho - NCMS000', 1)];[('[ AQ0MS0 : NCMS000 ]', 2), ('[ NCMS000 : NCFS000 ]', 1)];['[ NCMS000 - proteinograma : NCFS000 - proteinograma ]', '[ AQ0MS0 - neutrófilo : NCMS000 - neutrófilo ]', '[ AQ0MS0 - derecho : NCMS000 - derecho ]'];
['S0210-48062006000200017-1.txt_tagged'];0,000;0,000;0,640;469;469;469;24;24;24;[('II - NC00000', 1), ('IV - NC00000', 1), ('A - NC00000', 1)];[('II - Z', 1), ('IV - Z', 1), ('A - SPS00', 1)];[('[ NC00000 : Z ]', 2), ('[ NC00000 : SPS00 ]', 1)];['[ NC00000 - II : Z - II ]', '[ NC00000 - IV : Z - IV ]', '[ NC00000 - A : SPS00 - A ]'];
['es-S0212-16112007000600015-1.txt_tagged'];0,210;0,000;1,891;476;477;476;19;19;19;[('conforme - RG', 2), ('Femenino - NCMS000', 1), ('donante - NCCS000', 1), ('potencial - AQ0CS0', 1), ('Gasto - NCMS000', 1), ('Reposo - NCMS000', 1), ('Posterior - AQ0CS0', 1), ('macro - AQ0CS0', 1)];[('Femenino - NP00000', 1), ('donante - AQ0CS0', 1), ('potencial - NCMS000', 1), ('Gasto_Energético - NP00000', 1), ('Reposo - NP00000', 1), ('conforme - AQ0CS0', 1), ('Posterior - NP00000', 1), ('macro - NCFS000', 1), ('conforme - VMSP1S0', 1)];[('[ NCMS000 : NP00000 ]', 3), ('[ NCCS000 : AQ0CS0 ]', 1), ('[ AQ0CS0 : NCMS000 ]', 1), ('[ RG : AQ0CS0 ]', 1), ('[ AQ0CS0 : NP00000 ]', 1), ('[ AQ0CS0 : NCFS000 ]', 1), ('[ RG : VMSP1S0 ]', 1)];['[ NCMS000 - Femenino : NP00000 - Femenino ]', '[ NCCS000 - donante : AQ0CS0 - donante ]', '[ AQ0CS0 - potencial : NCMS000 - potencial ]', '[ NCMS000 - Gasto : NP00000 - Gasto_Energético ]', '[ NCMS000 - Reposo : NP00000 - Reposo ]', '[ RG - conforme : AQ0CS0 - conforme ]', '[ AQ0CS0 - Posterior : NP00000 - Posterior ]', '[ AQ0CS0 - macro : NCFS000 - macro ]', '[ RG - conforme : VMSP1S0 - conforme ]'];
['S0211-69952013000700025-1.txt_tagged'];0,000;0,000;0,444;450;450;450;15;15;15;[('A - NC00000', 2)];[('A - SPS00', 2)];[('[ NC00000 : SPS00 ]', 2)];['[ NC00000 - A : SPS00 - A ]', '[ NC00000 - A : SPS00 - A ]'];
['S0365-66912012000800004-1.txt_tagged'];0,000;0,000;1,244;402;402;402;12;12;12;[('Paciente - AQ0CS0', 1), ('Biomicroscópicamente - RG', 1), ('hemovítreo - NCMS000', 1), ('quirúrgicamente1 - RG', 1), ('adelfo - NCMS000', 1)];[('Paciente - NCCS000', 1), ('Biomicroscópicamente - NP00000', 1), ('hemovítreo - AQ0MS0', 1), ('quirúrgicamente1 - NC00000', 1), ('adelfo - AQ0MS0', 1)];[('[ NCMS000 : AQ0MS0 ]', 2), ('[ AQ0CS0 : NCCS000 ]', 1), ('[ RG : NP00000 ]', 1), ('[ RG : NC00000 ]', 1)];['[ AQ0CS0 - Paciente : NCCS000 - Paciente ]', '[ RG - Biomicroscópicamente : NP00000 - Biomicroscópicamente ]', '[ NCMS000 - hemovítreo : AQ0MS0 - hemovítreo ]', '[ RG - quirúrgicamente1 : NC00000 - quirúrgicamente1 ]', '[ NCMS000 - adelfo : AQ0MS0 - adelfo ]'];
['S1139-76322013000100009-1.txt_tagged'];0,000;0,000;0,930;215;215;215;10;10;10;[('Padres - NCMP000', 1), ('precisa - VMIP3S0', 1)];[('Padres - NP00000', 1), ('precisa - AQ0FS0', 1)];[('[ NCMP000 : NP00000 ]', 1), ('[ VMIP3S0 : AQ0FS0 ]', 1)];['[ NCMP000 - Padres : NP00000 - Padres ]', '[ VMIP3S0 - precisa : AQ0FS0 - precisa ]'];
